Sentiment Score,Relevancy Score
-0.03575,1.75
-0.051250000000000004,1.375
-0.07287878787878788,1.121212121212121
-0.041754716981132076,1.2075471698113207
-0.055400000000000005,2.1
-0.06381481481481481,1.0987654320987654
-0.04345971563981042,1.127962085308057
-0.08330120481927711,1.2771084337349397
-0.09482178217821784,1.2079207920792079
-0.05801041666666666,1.2604166666666667
-0.05330392156862743,1.303921568627451
-0.08349999999999999,1.2636363636363637
-0.10215476190476191,1.3095238095238095
-0.018462499999999993,1.1625
0.009210526315789475,1.2543859649122806
-0.0019333333333333286,1.2083333333333333
0.05445454545454545,1.3636363636363635
-0.07755555555555552,1.0
0.034454545454545446,1.0909090909090908
0.03181250000000001,1.0625
0.05626086956521739,1.0
0.07525000000000001,1.0
0.015304347826086959,1.0
0.008363636363636337,1.0454545454545454
0.037250000000000005,1.0
0.059,1.0555555555555556
-0.040166666666666656,1.0
0.08066666666666665,1.0555555555555556
-0.046062500000000006,1.0
0.08150000000000002,1.0833333333333333
0.0158095238095238,1.0952380952380953
-0.02285714285714284,1.0
-0.05962500000000001,1.5
0.039437500000000014,1.0625
0.06931250000000001,1.25
0.026923076923076925,1.2307692307692308
0.005181818181818176,1.0909090909090908
-0.0021578947368420948,1.0526315789473684
0.055928571428571425,1.1428571428571428
0.04535714285714286,1.1428571428571428
0.01988461538461539,1.1153846153846154
0.023999999999999994,1.1578947368421053
0.0581578947368421,1.105263157894737
0.03657692307692309,1.1153846153846154
0.022631578947368405,1.263157894736842
0.04485714285714286,1.1428571428571428
0.07719230769230769,1.1538461538461537
0.011857142857142872,1.2857142857142858
0.07075000000000001,1.2083333333333333
-0.02055813953488371,1.0232558139534884
0.02153571428571427,1.3571428571428572
0.010681818181818181,1.0
-0.042055555555555554,1.2777777777777777
-0.02454545454545455,1.0909090909090908
0.08295652173913043,1.0869565217391304
0.07860000000000002,1.2
0.07814285714285714,1.0714285714285714
0.058227272727272725,1.0909090909090908
0.049999999999999975,1.1228070175438596
0.03361111111111113,1.2222222222222223
0.038959999999999995,1.2
0.04753333333333334,1.1333333333333333
0.006366666666666673,1.0666666666666667
0.05162962962962962,1.1111111111111112
0.031,1.3157894736842106
0.05499999999999999,1.0
0.06022222222222221,1.2222222222222223
0.030160000000000006,1.04
-0.024708333333333332,1.0416666666666667
0.07164705882352942,1.2352941176470589
0.013142857142857137,1.0
-0.026133333333333328,1.2
0.0050000000000000044,1.1818181818181819
